the story of two lads from belfast as they stumble their way through the london gay underworld in search of 'gainful employment'	1
there ai n't a lot more painful than an unfunny movie that thinks it 's hilarious	0
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm	0
holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks	0
definitely a crowd pleaser , but then , so was the roman colosseum	0
naipaul fans may be disappointed those who are not acquainted with the author 's work , on the other hand , may fall fast asleep	0
ver wiel has concocted one of the most elaborately twisted , diverting caper films in years	0
prosit has made a lot of enemy 180 s	1
like schindler 's list , the grey zone attempts to be grandiloquent , but ends up merely pretentious in a grisly sort of way	0
testud is the burning center of a clinically dispassionate film	0
archeology professor robert burns is on location leading an important dig in the ancient ruins on the far eastern chinese border	1
jedi knights obi wan kenobi and anakin skywalker discover there is more than meets the eye behind an assassination attempt on naboo senator padm 233 amidala 's life	1
the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut	0
we 're not talking a disney treasure here , but if treasure planet falls short of gem status , it should provide youngsters with a reasonable amount of diversion	0
lightly reflective and consistently entertaining , lucky break is an easy to take diversion	0
as a result , sarah embarks upon a journey of discovery that leads to danger , heartbreak and romance in the far corners of the world	1
the only excitement comes when the credits finally roll and you get to leave the theater	0
jackson , a cute , lanky , blue haired poet who works in a record store , is at the center of everett lewis' twisted black la comedy	1
it 's a good thing that woolly mammoths are extinct , because this movie will have every kid in the schoolyard wishing for their very own	0
a punch line without a premise , a joke built entirely from musty memories of half dimensional characters	0
if you can keep your eyes open amid all the blood and gore , you 'll see del toro has brought unexpected gravity to blade ii	0
he encounters woody , a tow truck driver who sends him down a dead end that is the black road	1
after another drunken night they are soon parted from all their accumulated cash	1
his search soon sends him down a dangerous path	1
whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place	0
son of the bride manages to be affectionate without drawing too deeply from a well of sugar and schmaltz	0
during the heist , the kids overcome high tech security systems , guard dogs , and a nasty head of security to get to a bank vault suspended 100 feet above ground	1
the movie is so contrived , nonsensical and formulaic that , come to think of it , the day old shelf would be a more appropriate location to store it	0
harry potter \( daniel radcliffe \) returns to hogwarts school of wizardry for his second year	1
in order get loan sharks off his back , he must finish his novel in 30 days or wind up dead	1
later he is catering at a party featuring a wise old guru , who gets drunk and passes out	1
even if the ring has a familiar ring , it 's still unusually crafty and intelligent for hollywood horror	0
when they join forces to track down the mastermind behind the death of cho cho 's master , it leads these unusual partners into uncovering a dangerous conspiracy which puts both of their lives in danger	1
it is set in the fantasy world middle earth , created by tolkien in 'the hobbit' , 'the lord of the rings' , and 'the silmarillion'	1
it 's mildly sentimental , unabashedly consumerist studiously inoffensive and completely disposable	0
not just unlikable disturbing disgusting without any redeeming value whatsoever	0
then she buys a bar of chocolate from the neighborhood store	1
what makes blade 2 marginally better than blade , especially if you thought the first was a hollow spectacle \? it has a plot	0
la cinta comienza intentando ser un drama , r pidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible	0
a live action cartoon , a fast moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind	0
the bride was once part of a group of world class female assassins , until the group leader , bill and the other assassins turn against her	1
the film is based on the true story of telecommunications genius walter l shaw sr and his son walter t shaw jr , the confessed dinner time burglar	1
bruce nolan is a television reporter , who is currently assigned what he considers to be undignified assignments , that has him being the butt of a joke	1
but while no one wants to do the time for cosimo 's crime , everybody seems to know a guy who will and for a share , they 're willing to track him down	1
the project of pre crime , at the time being in a state of trial run , is going to be voted about in the near future	1
but everyone 's plans do n't go according to schedule	1
stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis	0
their only resources , tenacity , determination , ingenuity and each other	1
there 's lots of cool stuff packed into espn 's ultimate x	0
the moral shrapnel and mental shellshock will linger long after this film has ended	0
it 's rare to find a film to which the adjective 'gentle' applies , but the word perfectly describes pauline paulette	0
four friends journey dow life 's paths to find out whether god or society has the right to decide the good or the evil	1
the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms ambrose	0
igby slocumb , a rebellious and sarcastic seventeen year old boy , is at war with the oppressive world of his east coast old money family	1
it 's also curious to note that this film , like the similarly ill timed antitrust , is easily as bad at a fraction the budget	0
a love triangle forms , with rachael , the least interested and keen to leave , but clues to her mothers whereabouts appear , as do her own problems which both rafe and matt wish to help with	1
it 's kind of sad that so many people put so much time and energy into this turkey	0
i liked it because it was so endlessly , grotesquely , inventive	0
a boring parade of talking heads and technical gibberish that will do little to advance the linux cause	0
roy 38 candy and lonnie earl 38 darlene are two married couples who thought they knew one another , until they decided to take their dream vacation together	1
it is no coincidence that funding for anti graffiti campaigns often outweighs funding for the arts	1
a beguiling , slow moving parable about the collision of past and present on a remote seacoast in iran	0
has a bit more going for it than just bikini babes and bitchin' waves but the plot is ankle deep at best	0
a new york city oil company troubleshooter is brought to a remote b c	1
his exciting and stylish life as a drug lord seems to have come to a halt	1
the feature length stretch strains the show 's concept	0
but all their training could n't have prepared them for what they were going to encounter	1
jim must make it back to his wedding in time , and finch must find the location of stifler 's mom 's wedding \( ending in 'the graduate' style \)	1
juwanna mann follows the story of jamal jeffries \( miguel a nunez , jr \) , the reigning 'bad boy' of basketball , whose undisciplined on court antics land him out of the league and without any prospects	1
surprisingly , considering that baird is a former film editor , the movie is rather choppy	0
who knows what may be down the next block , or what lies in store for gigi at the end of the walk \?	1
the problem is that for the most part , the film is deadly dull	0
but with their lives and careers on the brink of devastation , bret 's teammates and family realize that they have to take baseball and life back from bret packard , once and for all	1
barney has created a tour de force that is weird , wacky and wonderful	0
ice age posits a heretofore unfathomable question is it possible for computer generated characters to go through the motions \?	0
one look at a girl in tight pants and big tits and you turn stupid \? um is n't that the basis for the entire plot \?	0
one day , his own name arrives in the perpetrator chute , and the precogs predict that he will kill a man he never knew in less than 36 hours	1
based on nicole valery grossu 's european best seller autobiographic novel bless you , prison , the film is a true story , with real events and characters	1
trust and deceit , generosity and meanness are fleshed out by a deft cast	0
friday after next takes place back in the hood during the christmas season , craig and day day are now living in a rundown apartment	1
an old fashioned but emotionally stirring adventure tale of the kind they rarely make anymore	0
imagine a film that begins as a seven rip off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s	0
and may bring claire face to face with her past	1
nearly manages to be what blow could n't a perpetual night party that generates a sick fascination to the bitter end	0
what full frontal lacks in thematic coherence it largely makes up for as loosey goosey , experimental entertainment still , i'm not quite sure what the point is	0
one day in the life of a hit man , ronnie , who spends it trying to save the life of fellow hit man , august , who he had brought into the business three years ago	1
a master at being everybody but himself he reveals to his friend and confidant saiid \( isa totah \) the truth behind his struggles	1
'wheatfield with crows' takes the life of vincent van gogh and sets it in the modern day music industry	1
the people want to lynch him and blueberry can only just prevent that	1
in 1959 , berry gordy jr gathered the best musicians from detroit 's thriving jazz and blues scene to begin cutting songs for his new record company	1
with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in	0
there are moments it can be heart rending in an honest and unaffected \( and gentle \) way	0
shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams	1
but what if it 's lord voldemort trying to make his evil return \?	1
the police investigation that followed led by detectives sam nico \( ted levine \) , louis cruz \( frankie g \) and mike peters \( m c	1
'lovely and amazing , ' unhappily , is neither excessively strained and contrived	0
here , in his swiss town , he catches a bus to work , closing his eyes but realizing the horror of his existence	1
lynn and yan shared an unspoken love in the past which is now rekindled in the open , and lynn begins to question whether she wants to continue to be an assassin	1
if you really want to understand what this story is really all about , you 're far better served by the source material	0
zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does	0
a heartening tale of small victories and enduring hope	0
the vitality of the actors keeps the intensity of the film high , even as the strafings blend together	0
after a drastic confrontation with the 'normal' outside world that results in fighting and panic , the group breaks up	1
sunshine state is sayles at his most robert altman ish , purposefully juggling about a dozen narrative balls in the air , and letting the mundanity and smallish drama of everyday life tell a larger story	0
the filmmaker 's heart is in the right place	0
with the help of a sexy and elusive young woman named bad girl \( king \) , they come together to do battle with the kung fu master who 'll stop at nothing to get the scroll	1
for those who like quirky , slightly strange french films , this is a must !	0
having never been a huge fan of dickens' 800 page novel , it surprised me how much pleasure i had watching mcgrath 's version	0
after an assassination attempt on the life of senator padme amidala \( natalie portman \) , jedi obi wan kenobi \( ewan mcgregor \) and his padawan learner anakin skywalker \( hayden christensen \) are sent to investigate	1
anything anyone tells her to do , she must obey	1
le d 233 fi is a musical comedy , inspired by the great american tradition and set in today 's world of france 's hip hop movement	1
the story really has no place to go since simone is not real she ca n't provide any conflict	0
this mistaken identity picture is so film culture referential that the final product is a ghost	0
i wish i could say thank god it 's friday , but the truth of the matter is i was glad when it was over	0
their life , though unusual , is satisfying until one day , a man named barry kolker \( that her mother refers to at first as the goat man \) comes into their lives , and ingrid falls madly in love with him , only to have her heart broken , and her life ruined	1
soon , annie 's condition helps leoncio 's children realize the essence of a family	1
skyler shaye plays the object of affection of carbonell 's teenage son	1
not everything in the film works , including its somewhat convenient ending	0
on the afternoon of july 1 , 1981 , los angeles police responded to a distress call at 8763 wonderland avenue and soon discovered a grisly quadruple homicide , later compared to the gruesome slaughter at the tate household at the hands of the charles manson family 10 years earlier	1
few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying	0
mr deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy	0
what we have here is n't a disaster , exactly , but a very handsomely produced let down	0
the bottom line with nemesis is the same as it has been with all the films in the series fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it	0
when stevie meets neil on the day he comes to deliver her brand new kitchen , it 's already too late for love at first sight	1
regardless , it is through grace 's visions involving him that she learns of her parent 's demonic pastimes , which include abduction , murder , and possibly worse	1
by the end of the day , everybody is nervous and tensions gets high	1
a vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans , transforming victims who are unlucky enough to survive into reapers themselves	1
the writer director bestows honor generously , apolitically not only on the dead and still living american veterans who fought in ia drang , but also on their families , on their vietnamese adversaries , and on the families of their adversaries too	0
dreamcatcher tells the story of four young friends who perform a heroic act and are changed forever by the uncanny powers they gain in return	1
routine , harmless diversion and little else	0
the mystery guests soon unleash a stiff sentence of their own , without parole , teaching the judge the consequence of doing unto others as you would have done unto you	1
but after he 's done his day job matt takes on a secret identity as the man without fear , daredevil , the masked avenger that patrols the neighborhood of hell 's kitchen and new york city to combat the injustice that he cannot tackle in the courtroom	1
for a movie audience , the hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love	0
in flashbacks that parallel his investigation , we see alicia , a scholarship girl worried about her grades , gradually pulled into the social life of three rich and amoral young women , led by the blond hadley , a femme fatale	1
the good hearted harbour has spent his whole life trying to take care of his motherless and suicidal little brother , wilbur	1
divan follows the filmmaker 's effort to retrieve a turn of the century family heir loom a couch	1
an action comedy prequel to spang olsen 's box office hit in china they eat dogs	1
and even if the answer is yes , what then \?	1
their parents , miffed by this , decide to go and kidnap st nick , unaware that their plan will soon backfire upon them in fun and happy ways	1
when not solving murders in tinseltown , detective joe gavilan and his rookie partner kasey calden both moonlight in other fields gavilan sells real estate \( poorly \) , and calden aspires to become an actor \( brando , namely \)	1
during the process of the post crash discussion , the attorney accidentally drops the papers he needs to present in court	1
legend has it that haizmann made a pact with the devil in 1650 to be his son here on earth , and therefore gained immortality	1
provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views	0
try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment	0
you would n't want to live waydowntown , but it is a hilarious place to visit	0
in his sleepy home town on the english coast , nothing much inspires him apart from bowls	1
although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey	0
the new version is n't just endless it heightens the deeply conservative spirit of giuseppe tornatore 's fable in a surprising new way	0
part travelogue , part road picture , part meditation on class , mortality and intimacy , this extraordinary little movie might be the perfect harbinger of summer , as astute as it is steamy	0
the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring	0
a historical epic with the courage of its convictions about both scope and detail	0
the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end	0
daily prison life is not drab but full of unexpected happenings like a story	1
the entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory	0
it 's steps , a film that draws its inspiration from the marx brother to monty python and it was done on such a shoe string budget , it would make a studio executive blush	1
arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws	0
ray finds himself feeling cursed , trapped , and miserable as a parade of injured clients constantly pressure him for their money , most of which is not deserved	1
you know you 're in for a good ol' popcorn munching time when the movie 's tagline is a bad pun on the title of a piece of fine literature	0
the best thing that can be said of the picture is that it does have a few cute moments	0
forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore	0
his biggest customers are the yorkin family , and they seem to have everything in the world	1
in the hilarious comedy daddy day care , two fathers \( eddie murphy , jeff garlin \) lose their jobs in product development at a large food company and are forced to take their sons out of the exclusive chapman academy and become stay at home fathers	1
several uninteresting , unlikeable people do bad things to and with each other in unfaithful why anyone who is not a character in this movie should care is beyond me	0
the film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots	0
the catholic church and the irish courts decide the doyle children put into church run orphanages	1
in this movie , de niro plays mitch preston , a hard nosed , hardworking police detective	1
eagle is facing his own living hell 3 , 000 miles away in new jersey	1
evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good	0
this means that his superiors hold him in high regard for his unblemished reputation and excellent track record	1
viewed on its own terms , treasure planet is better than average family entertainment , but true fans of the stevenson 's novel will likely prefer disney 's more faithful 1950 live action swashbuckling classic	0
for its seriousness , high literary aspirations and stunning acting , the film can only be applauded	0
an occasionally funny , but overall limp , fish out of water story	0
when a prank goes terribly wrong landing a kid in the hospital , landon is assigned to tutor a young student on the weekends and participate in the drama club 's spring play	1
immediately there is bad blood with chambers not wanting to be second to no one which leads to a lunch room fight between the men	1
from stag beetle to swastika narrates in a richly detailed , associative montage the boundless possibilities of manipulating images and using images the historionaut , a history machine , produces an incessant stream of remembered , contemporary and future images	1
the director films a story of an immigrant actor who struggles with his religious and sexual identity in the new land	1
although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch	0
isabel \( rica \) and clara \( maui \) , two childhood friends separated by fate	1
but will 's drive for the brass ring hits a last minute obstacle when his mistress suddenly vanishes with the capital for his latest plans for expansion	1
ben is a perfectionist and overachiever whose tunnel vision leads to nothing less than graduating at the top of his class	1
think of it as american pie on valium	0
fashion is considered a glamorous industry full of beautiful people	1
